,From,To,Date,Subject,From_Name,To_Name,CurrentEmploymentType_To_List,CurrentEmploymentType_To_Unique,Subject_new,just_date,day,Time_of_day,LastName_From,FirstName_From,BirthDate_From,BirthCountry_From,Gender_From,CitizenshipCountry_From,CitizenshipBasis_From,CitizenshipStartDate_From,PassportCountry_From,PassportIssueDate_From,PassportExpirationDate_From,CurrentEmploymentType_From,CurrentEmploymentTitle_From,CurrentEmploymentStartDate_From,EmailAddress_From,MilitaryServiceBranch_From,MilitaryDischargeType_From,MilitaryDischargeDate_From,CurrentEmploymentType_Original_From,CurrentEmploymentType_To_Unlisted
729,Sven.Flecha@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos,Isak.Baza@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,Sven.Flecha@gastech.com.kronos",2014-01-14 14:19:00,RE: Take a look at this,Sven Flecha,"['Alcazar Lucas', 'Baza Isak', 'Calixto Nils', 'Flecha Sven']","['IT', 'IT', 'IT', 'IT']",['IT'], Take a look at this,2014-01-14,14,Working hours (9-5),Flecha,Sven,1986-11-11,Tethys,Male,Tethys,BirthNation,1986-11-11,Tethys,2006-10-09,2016-10-08,IT,IT Technician,2010-10-15,Sven.Flecha@gastech.com.kronos,,,,Information Technology,IT
730,Anda.Ribera@gastech.com.kronos,Lars.Azada@gastech.com.kronos,2014-01-14 14:22:00,RE: Who’s tracking the office pool,Anda Ribera,['Azada Lars'],['Engineering'],['Engineering'], Who’s tracking the office pool,2014-01-14,14,Working hours (9-5),Ribera,Anda,1975-11-17,Tethys,Female,Tethys,BirthNation,1975-11-17,Tethys,2009-06-15,2019-06-14,Executive,Assistant to CFO,2009-10-30,Anda.Ribera@gastech.com.kronos,,,,Administration,Engineering
731,Carla.Forluniau@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos",2014-01-14 14:22:00,RE: Babysitting recommendations,Carla Forluniau,"['Bramar Mat', 'Ribera Anda', 'Pantanal Rachel', 'Lagos Linda', 'Mies Haber Ruscella', 'Forluniau Carla', 'Lais Cornelia']","['Executive', 'Executive', 'Executive', 'Executive', 'Engineering', 'IT', 'Security']",['Executive' 'Engineering' 'IT' 'Security'], Babysitting recommendations,2014-01-14,14,Working hours (9-5),Forluniau,Carla,1981-06-02,Kronos,Female,Kronos,BirthNation,1981-06-02,,,,IT,Assistant to IT Group Manager,2005-03-07,Carla.Forluniau@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2001-10-01,Administration,Not unique department
732,Vira.Frente@gastech.com.kronos,"Vira.Frente@gastech.com.kronos,Felix.Balas@gastech.com.kronos,Axel.Calzas@gastech.com.kronos",2014-01-14 14:23:00,RE: Wellhead flow rate data,Vira Frente,"['Frente Vira', 'Balas Felix', 'Calzas Axel']","['Engineering', 'Engineering', 'Engineering']",['Engineering'], Wellhead flow rate data,2014-01-14,14,Working hours (9-5),Frente,Vira,1977-12-29,Tethys,Female,Tethys,BirthNation,1977-12-29,Tethys,2010-02-20,2020-02-19,Engineering,Hydraulic Technician,2001-12-01,Vira.Frente@gastech.com.kronos,,,,Engineering,Engineering
733,Linnea.Bergen@gastech.com.kronos,"Inga.Ferro@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,Isia.Vann@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,Minke.Mies@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos",2014-01-14 14:33:00,Action: Virus detected on your system,Linnea Bergen,"['Ferro Inga', 'Bodrogi Loreto', 'Vann Isia', 'Osvaldo Hennie', 'Mies Minke', 'Mies Haber Ruscella']","['Security', 'Security', 'Security', 'Security', 'Security', 'Engineering']",['Security' 'Engineering'],Action: Virus detected on your system,2014-01-14,14,Working hours (9-5),Bergen,Linnea,1969-07-10,Tethys,Female,Tethys,BirthNation,1969-07-10,Tethys,2004-04-29,2014-04-28,IT,IT Group Manager,2004-07-04,Linnea.Bergen@gastech.com.kronos,,,,Information Technology,Not unique department
734,Lars.Azada@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos,2014-01-14 14:38:00,Supplies,Lars Azada,['Dedos Lidelse'],['Engineering'],['Engineering'],Supplies,2014-01-14,14,Working hours (9-5),Azada,Lars,1973-04-30,Tethys,Male,Tethys,BirthNation,1973-04-30,Tethys,2011-06-01,2021-05-31,Engineering,Engineer,1995-12-01,Lars.Azada@gastech.com.kronos,TethanDefenseForceAir,GeneralDischarge,1995-10-01,Engineering,Engineering
735,Sven.Flecha@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos,Sven.Flecha@gastech.com.kronos,Isak.Baza@gastech.com.kronos",2014-01-14 14:41:00,Conference report,Sven Flecha,"['Alcazar Lucas', 'Flecha Sven', 'Baza Isak']","['IT', 'IT', 'IT']",['IT'],Conference report,2014-01-14,14,Working hours (9-5),Flecha,Sven,1986-11-11,Tethys,Male,Tethys,BirthNation,1986-11-11,Tethys,2006-10-09,2016-10-08,IT,IT Technician,2010-10-15,Sven.Flecha@gastech.com.kronos,,,,Information Technology,IT
736,Valeria.Morlun@gastech.com.kronos,"Varro.Awelon@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Emile.Arpa@gastech.com.kronos",2014-01-14 14:48:00,RE: Facilities preparations for VIP visit,Valeria Morlun,"['Awelon Varro', 'Hawelon Claudio', 'Coginian Dante', 'Scozzese Dylan', 'Hawelon Benito', 'Mies Henk', 'Arpa Emile']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], Facilities preparations for VIP visit,2014-01-14,14,Working hours (9-5),Morlun,Valeria,1981-09-22,Kronos,Female,Kronos,BirthNation,1981-09-22,,,,Facilities,Truck Driver,2003-12-02,Valeria.Morlun@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,2001-10-01,Facilities,Facilities
737,Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos,Isak.Baza@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,Sven.Flecha@gastech.com.kronos",2014-01-14 14:58:00,RE: Can someone verify this behavior?,Nils Calixto,"['Alcazar Lucas', 'Baza Isak', 'Calixto Nils', 'Flecha Sven']","['IT', 'IT', 'IT', 'IT']",['IT'], Can someone verify this behavior?,2014-01-14,14,Working hours (9-5),Calixto,Nils,1982-03-26,Tethys,Male,Tethys,BirthNation,1982-03-26,Tethys,2012-06-12,2022-06-11,IT,IT Technician,2004-10-19,Nils.Calixto@gastech.com.kronos,,,,Information Technology,IT
738,Sven.Flecha@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos,Isak.Baza@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,Sven.Flecha@gastech.com.kronos",2014-01-14 15:01:00,RE: Can someone verify this behavior?,Sven Flecha,"['Alcazar Lucas', 'Baza Isak', 'Calixto Nils', 'Flecha Sven']","['IT', 'IT', 'IT', 'IT']",['IT'], Can someone verify this behavior?,2014-01-14,14,Working hours (9-5),Flecha,Sven,1986-11-11,Tethys,Male,Tethys,BirthNation,1986-11-11,Tethys,2006-10-09,2016-10-08,IT,IT Technician,2010-10-15,Sven.Flecha@gastech.com.kronos,,,,Information Technology,IT
739,Minke.Mies@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,2014-01-14 15:04:00,RE: Late for meeting,Minke Mies,['Ferro Inga'],['Security'],['Security'], Late for meeting,2014-01-14,14,Working hours (9-5),Mies,Minke,1992-11-19,Kronos,Male,Kronos,BirthNation,1992-11-19,,,,Security,Perimeter Control,2013-05-22,Minke.Mies@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2011-10-01,Security,Security
740,Inga.Ferro@gastech.com.kronos,Minke.Mies@gastech.com.kronos,2014-01-14 15:05:00,RE: Late for meeting,Inga Ferro,['Mies Minke'],['Security'],['Security'], Late for meeting,2014-01-14,14,Working hours (9-5),Ferro,Inga,1989-06-17,Kronos,Female,Kronos,BirthNation,1989-06-17,,,,Security,Site Control,2013-01-11,Inga.Ferro@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2012-10-01,Security,Security
741,Mat.Bramar@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos",2014-01-14 15:06:00,RE: Babysitting recommendations,Mat Bramar,"['Bramar Mat', 'Ribera Anda', 'Pantanal Rachel', 'Lagos Linda', 'Mies Haber Ruscella', 'Forluniau Carla', 'Lais Cornelia']","['Executive', 'Executive', 'Executive', 'Executive', 'Engineering', 'IT', 'Security']",['Executive' 'Engineering' 'IT' 'Security'], Babysitting recommendations,2014-01-14,14,Working hours (9-5),Bramar,Mat,1981-12-19,Tethys,Male,Tethys,BirthNation,1981-12-19,Tethys,2007-12-12,2017-12-11,Executive,Assistant to CEO,2005-07-01,Mat.Bramar@gastech.com.kronos,,,,Administration,Not unique department
742,Claudio.Hawelon@gastech.com.kronos,"Albina.Hafon@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,Varro.Awelon@gastech.com.kronos",2014-01-14 15:13:00,RE: Facilities preparations for VIP visit,Claudio Hawelon,"['Hafon Albina', 'Arpa Emile', 'Awelon Varro']","['Facilities', 'Facilities', 'Facilities']",['Facilities'], Facilities preparations for VIP visit,2014-01-14,14,Working hours (9-5),Hawelon,Claudio,1983-08-13,Kronos,Male,Kronos,BirthNation,1983-08-13,,,,Facilities,Truck Driver,2007-03-13,Claudio.Hawelon@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2003-10-01,Facilities,Facilities
743,Axel.Calzas@gastech.com.kronos,"Vira.Frente@gastech.com.kronos,Felix.Balas@gastech.com.kronos,Axel.Calzas@gastech.com.kronos",2014-01-14 15:18:00,RE: Wellhead flow rate data,Axel Calzas,"['Frente Vira', 'Balas Felix', 'Calzas Axel']","['Engineering', 'Engineering', 'Engineering']",['Engineering'], Wellhead flow rate data,2014-01-14,14,Working hours (9-5),Calzas,Axel,1975-09-13,Tethys,Male,Tethys,BirthNation,1975-09-13,Tethys,2012-01-31,2022-01-30,Engineering,Drill Technician,1997-07-17,Axel.Calzas@gastech.com.kronos,,,,Engineering,Engineering
744,Ada.Campo-Corrente@gastech.com.kronos,"Ada.Campo-Corrente@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos,Ingrid.Barranco@gastech.com.kronos",2014-01-14 15:20:00,RE: Impact of local politics on profit margin,Ada Campo-Corrente,"['Campo-Corrente Ada', 'Strum Orhan', 'Vasco-Pais Willem', 'Barranco Ingrid']","['Executive', 'Executive', 'Executive', 'Executive']",['Executive'], Impact of local politics on profit margin,2014-01-14,14,Working hours (9-5),Campo-Corrente,Ada,1951-11-26,Tethys,Female,Tethys,BirthNation,1951-11-26,Tethys,2013-07-14,2023-07-13,Executive,SVP/CIO,2004-10-05,Ada.Campo-Corrente@gastech.com.kronos,,,,Executive,Executive
745,Axel.Calzas@gastech.com.kronos,"Vira.Frente@gastech.com.kronos,Felix.Balas@gastech.com.kronos,Axel.Calzas@gastech.com.kronos",2014-01-14 15:20:00,RE: Wellhead flow rate data,Axel Calzas,"['Frente Vira', 'Balas Felix', 'Calzas Axel']","['Engineering', 'Engineering', 'Engineering']",['Engineering'], Wellhead flow rate data,2014-01-14,14,Working hours (9-5),Calzas,Axel,1975-09-13,Tethys,Male,Tethys,BirthNation,1975-09-13,Tethys,2012-01-31,2022-01-30,Engineering,Drill Technician,1997-07-17,Axel.Calzas@gastech.com.kronos,,,,Engineering,Engineering
746,Willem.Vasco-Pais@gastech.com.kronos,"Ada.Campo-Corrente@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos,Ingrid.Barranco@gastech.com.kronos",2014-01-14 15:24:00,RE: Impact of local politics on profit margin,Willem Vasco-Pais,"['Campo-Corrente Ada', 'Strum Orhan', 'Vasco-Pais Willem', 'Barranco Ingrid']","['Executive', 'Executive', 'Executive', 'Executive']",['Executive'], Impact of local politics on profit margin,2014-01-14,14,Working hours (9-5),Vasco-Pais,Willem,1975-03-18,Tethys,Male,Tethys,BirthNation,1975-03-18,Tethys,2011-11-26,2021-11-25,Executive,Environmental Safety Advisor,2010-06-05,Willem.Vasco-Pais@gastech.com.kronos,,,,Executive,Executive
747,Irene.Nant@gastech.com.kronos,"Cecilia.Morluniau@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,Albina.Hafon@gastech.com.kronos",2014-01-14 15:25:00,Who took the toolbox out of my truck?,Irene Nant,"['Morluniau Cecilia', 'Hawelon Claudio', 'Hafon Albina']","['Facilities', 'Facilities', 'Facilities']",['Facilities'],Who took the toolbox out of my truck?,2014-01-14,14,Working hours (9-5),Nant,Irene,1985-03-13,Kronos,Female,Kronos,BirthNation,1985-03-13,,,,Facilities,Truck Driver,2008-11-30,Irene.Nant@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2005-10-01,Facilities,Facilities
748,Lucas.Alcazar@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos,Isak.Baza@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,Sven.Flecha@gastech.com.kronos",2014-01-14 15:28:00,RE: Can someone verify this behavior?,Lucas Alcazar,"['Alcazar Lucas', 'Baza Isak', 'Calixto Nils', 'Flecha Sven']","['IT', 'IT', 'IT', 'IT']",['IT'], Can someone verify this behavior?,2014-01-14,14,Working hours (9-5),Alcazar,Lucas,1990-04-17,Tethys,Male,Tethys,BirthNation,1990-04-17,Tethys,2013-01-24,2023-01-23,IT,IT Helpdesk,2010-11-30,Lucas.Alcazar@gastech.com.kronos,,,,Information Technology,IT
749,Mat.Bramar@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos",2014-01-14 15:28:00,RE: Babysitting recommendations,Mat Bramar,"['Bramar Mat', 'Ribera Anda', 'Pantanal Rachel', 'Lagos Linda', 'Mies Haber Ruscella', 'Forluniau Carla', 'Lais Cornelia']","['Executive', 'Executive', 'Executive', 'Executive', 'Engineering', 'IT', 'Security']",['Executive' 'Engineering' 'IT' 'Security'], Babysitting recommendations,2014-01-14,14,Working hours (9-5),Bramar,Mat,1981-12-19,Tethys,Male,Tethys,BirthNation,1981-12-19,Tethys,2007-12-12,2017-12-11,Executive,Assistant to CEO,2005-07-01,Mat.Bramar@gastech.com.kronos,,,,Administration,Not unique department
750,Minke.Mies@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,2014-01-14 15:36:00,RE: Late for meeting,Minke Mies,['Ferro Inga'],['Security'],['Security'], Late for meeting,2014-01-14,14,Working hours (9-5),Mies,Minke,1992-11-19,Kronos,Male,Kronos,BirthNation,1992-11-19,,,,Security,Perimeter Control,2013-05-22,Minke.Mies@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2011-10-01,Security,Security
751,Mat.Bramar@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos",2014-01-14 15:37:00,RE: Too funy - you have to see this...,Mat Bramar,"['Bramar Mat', 'Ribera Anda', 'Pantanal Rachel', 'Lagos Linda', 'Mies Haber Ruscella', 'Forluniau Carla', 'Lais Cornelia']","['Executive', 'Executive', 'Executive', 'Executive', 'Engineering', 'IT', 'Security']",['Executive' 'Engineering' 'IT' 'Security'], Too funy - you have to see this...,2014-01-14,14,Working hours (9-5),Bramar,Mat,1981-12-19,Tethys,Male,Tethys,BirthNation,1981-12-19,Tethys,2007-12-12,2017-12-11,Executive,Assistant to CEO,2005-07-01,Mat.Bramar@gastech.com.kronos,,,,Administration,Not unique department
752,Cecilia.Morluniau@gastech.com.kronos,"Irene.Nant@gastech.com.kronos,Albina.Hafon@gastech.com.kronos",2014-01-14 15:37:00,RE: Be Careful!,Cecilia Morluniau,"['Nant Irene', 'Hafon Albina']","['Facilities', 'Facilities']",['Facilities'], Be Careful!,2014-01-14,14,Working hours (9-5),Morluniau,Cecilia,1988-09-02,Kronos,Female,Kronos,BirthNation,1988-09-02,,,,Facilities,Truck Driver,2009-04-30,Cecilia.Morluniau@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2008-10-01,Facilities,Facilities
753,Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos,Isak.Baza@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,Sven.Flecha@gastech.com.kronos",2014-01-14 15:42:00,RE: Can someone verify this behavior?,Nils Calixto,"['Alcazar Lucas', 'Baza Isak', 'Calixto Nils', 'Flecha Sven']","['IT', 'IT', 'IT', 'IT']",['IT'], Can someone verify this behavior?,2014-01-14,14,Working hours (9-5),Calixto,Nils,1982-03-26,Tethys,Male,Tethys,BirthNation,1982-03-26,Tethys,2012-06-12,2022-06-11,IT,IT Technician,2004-10-19,Nils.Calixto@gastech.com.kronos,,,,Information Technology,IT
754,Henk.Mies@gastech.com.kronos,"Claudio.Hawelon@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Dante.Coginian@gastech.com.kronos",2014-01-14 15:42:00,Route suggestion for next shift,Henk Mies,"['Hawelon Claudio', 'Hafon Albina', 'Scozzese Dylan', 'Nant Irene', 'Awelon Varro', 'Hawelon Benito', 'Coginian Dante']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'],Route suggestion for next shift,2014-01-14,14,Working hours (9-5),Mies,Henk,1984-09-23,Kronos,Male,Kronos,BirthNation,1984-09-23,,,,Facilities,Truck Driver,2013-07-12,Henk.Mies@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,2004-10-01,Facilities,Facilities
755,Inga.Ferro@gastech.com.kronos,Minke.Mies@gastech.com.kronos,2014-01-14 15:48:00,RE: Late for meeting,Inga Ferro,['Mies Minke'],['Security'],['Security'], Late for meeting,2014-01-14,14,Working hours (9-5),Ferro,Inga,1989-06-17,Kronos,Female,Kronos,BirthNation,1989-06-17,,,,Security,Site Control,2013-01-11,Inga.Ferro@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2012-10-01,Security,Security
756,Lucas.Alcazar@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos,Nils.Calixto@gastech.com.kronos",2014-01-14 15:48:00,Article - interesting,Lucas Alcazar,"['Alcazar Lucas', 'Calixto Nils']","['IT', 'IT']",['IT'],Article - interesting,2014-01-14,14,Working hours (9-5),Alcazar,Lucas,1990-04-17,Tethys,Male,Tethys,BirthNation,1990-04-17,Tethys,2013-01-24,2023-01-23,IT,IT Helpdesk,2010-11-30,Lucas.Alcazar@gastech.com.kronos,,,,Information Technology,IT
757,Emile.Arpa@gastech.com.kronos,"Cecilia.Morluniau@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos",2014-01-14 15:51:00,RE: Facilities preparations for VIP visit,Emile Arpa,"['Morluniau Cecilia', 'Hawelon Claudio', 'Morlun Adan', 'Awelon Varro', 'Hafon Albina', 'Morlun Valeria']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], Facilities preparations for VIP visit,2014-01-14,14,Working hours (9-5),Arpa,Emile,1992-10-01,Kronos,Male,Kronos,BirthNation,1992-10-01,,,,Facilities,Janitor,2013-03-18,Emile.Arpa@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2012-10-01,Facilities,Facilities
758,Sten.SanjorgeJr.@gastech.com.tethys,"Sten.SanjorgeJr.@gastech.com.tethys,Willem.Vasco-Pais@gastech.com.kronos",2014-01-14 15:52:00,RE: Operational efficiencies,Sten SanjorgeJr ,"['Sanjorge Jr. Sten', 'Vasco-Pais Willem']","['Executive', 'Executive']",['Executive'], Operational efficiencies,2014-01-14,14,Working hours (9-5),Sanjorge Jr.,Sten,1948-08-29,Tethys,Male,Tethys,BirthNation,1948-08-29,Tethys,2013-04-21,2023-04-20,Executive,President/CEO,1990-11-09,Sten.SanjorgeJr.@gastech.com.tethys,,,,Executive,Executive
759,Henk.Mies@gastech.com.kronos,"Dylan.Scozzese@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,Emile.Arpa@gastech.com.kronos",2014-01-14 15:55:00,RE: Be Careful!,Henk Mies,"['Scozzese Dylan', 'Awelon Varro', 'Arpa Emile']","['Facilities', 'Facilities', 'Facilities']",['Facilities'], Be Careful!,2014-01-14,14,Working hours (9-5),Mies,Henk,1984-09-23,Kronos,Male,Kronos,BirthNation,1984-09-23,,,,Facilities,Truck Driver,2013-07-12,Henk.Mies@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,2004-10-01,Facilities,Facilities
760,Lidelse.Dedos@gastech.com.kronos,"Axel.Calzas@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos",2014-01-14 15:57:00,Wellhead flow rate data,Lidelse Dedos,"['Calzas Axel', 'Dedos Lidelse']","['Engineering', 'Engineering']",['Engineering'],Wellhead flow rate data,2014-01-14,14,Working hours (9-5),Dedos,Lidelse,1952-02-14,Tethys,Female,Tethys,BirthNation,1952-02-14,Tethys,2008-08-13,2018-08-12,Engineering,Engineering Group Manager,2003-03-01,Lidelse.Dedos@gastech.com.kronos,,,,Engineering,Engineering
761,Willem.Vasco-Pais@gastech.com.kronos,"Willem.Vasco-Pais@gastech.com.kronos,Orhan.Strum@gastech.com.kronos",2014-01-14 16:02:00,RE: Maximizing quarterly profits,Willem Vasco-Pais,"['Vasco-Pais Willem', 'Strum Orhan']","['Executive', 'Executive']",['Executive'], Maximizing quarterly profits,2014-01-14,14,Working hours (9-5),Vasco-Pais,Willem,1975-03-18,Tethys,Male,Tethys,BirthNation,1975-03-18,Tethys,2011-11-26,2021-11-25,Executive,Environmental Safety Advisor,2010-06-05,Willem.Vasco-Pais@gastech.com.kronos,,,,Executive,Executive
762,Willem.Vasco-Pais@gastech.com.kronos,"Ada.Campo-Corrente@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos,Ingrid.Barranco@gastech.com.kronos",2014-01-14 16:13:00,RE: Impact of local politics on profit margin,Willem Vasco-Pais,"['Campo-Corrente Ada', 'Strum Orhan', 'Vasco-Pais Willem', 'Barranco Ingrid']","['Executive', 'Executive', 'Executive', 'Executive']",['Executive'], Impact of local politics on profit margin,2014-01-14,14,Working hours (9-5),Vasco-Pais,Willem,1975-03-18,Tethys,Male,Tethys,BirthNation,1975-03-18,Tethys,2011-11-26,2021-11-25,Executive,Environmental Safety Advisor,2010-06-05,Willem.Vasco-Pais@gastech.com.kronos,,,,Executive,Executive
763,Minke.Mies@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,2014-01-14 16:18:00,RE: Late for meeting,Minke Mies,['Ferro Inga'],['Security'],['Security'], Late for meeting,2014-01-14,14,Working hours (9-5),Mies,Minke,1992-11-19,Kronos,Male,Kronos,BirthNation,1992-11-19,,,,Security,Perimeter Control,2013-05-22,Minke.Mies@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2011-10-01,Security,Security
764,Ruscella.Mies.Haber@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos",2014-01-14 16:21:00,RE: Babysitting recommendations,Ruscella Mies Haber,"['Bramar Mat', 'Ribera Anda', 'Pantanal Rachel', 'Lagos Linda', 'Mies Haber Ruscella', 'Forluniau Carla', 'Lais Cornelia']","['Executive', 'Executive', 'Executive', 'Executive', 'Engineering', 'IT', 'Security']",['Executive' 'Engineering' 'IT' 'Security'], Babysitting recommendations,2014-01-14,14,Working hours (9-5),Mies Haber,Ruscella,1964-04-26,Kronos,Female,Kronos,BirthNation,1964-04-26,,,,Engineering,Assistant to Engineering Group Manager,2003-04-02,Ruscella.Mies.Haber@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,1984-10-01,Administration,Not unique department
765,Irene.Nant@gastech.com.kronos,"Dylan.Scozzese@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,Irene.Nant@gastech.com.kronos",2014-01-14 16:27:00,RE: Traffic advisory for today,Irene Nant,"['Scozzese Dylan', 'Hawelon Claudio', 'Arpa Emile', 'Nant Irene']","['Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], Traffic advisory for today,2014-01-14,14,Working hours (9-5),Nant,Irene,1985-03-13,Kronos,Female,Kronos,BirthNation,1985-03-13,,,,Facilities,Truck Driver,2008-11-30,Irene.Nant@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2005-10-01,Facilities,Facilities
766,Isia.Vann@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,2014-01-14 16:27:00,This weekend?,Isia Vann,['Pantanal Rachel'],['Executive'],['Executive'],This weekend?,2014-01-14,14,Working hours (9-5),Vann,Isia,1986-12-13,Kronos,Male,Kronos,BirthNation,1986-12-13,,,,Security,Perimeter Control,2007-12-14,Isia.Vann@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2007-10-01,Security,Executive
767,Dylan.Scozzese@gastech.com.kronos,"Valeria.Morlun@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos",2014-01-14 16:29:00,RE: Facilities preparations for VIP visit,Dylan Scozzese,"['Morlun Valeria', 'Awelon Varro', 'Hafon Albina', 'Mies Henk', 'Hawelon Benito']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], Facilities preparations for VIP visit,2014-01-14,14,Working hours (9-5),Scozzese,Dylan,1986-05-25,Kronos,Male,Kronos,BirthNation,1986-05-25,,,,Facilities,Truck Driver,2007-03-01,Dylan.Scozzese@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,2006-10-01,Facilities,Facilities
